20603435000138,12
20633177000132,10
20603424000158,13
20603420000170,13
20603421000114,13
34696559000110,13
04516811000109,11
20654666000170,15
04514550000180,15
20603438000171,25
03998738000188,17
15784179000192,54
04055424000104,70
20614462000106,65
20614471000105,65
20614472000141,65
71585319000174,65
04977485000129,27
04467666000105,14
16631527000154,51
07808778000170,50
20551604000133,40
34698019000175,45
14276695000143,23
14497868000153,55
20592610000139,20
20642942000180,44
20654658000124,22
20633836000130,31
20621970000111,19
01349815000143,12
07891527000100,10
24472136000162,13
04181135000151,11
01308052000192,15
19943073000145,77
20615109000140,17
15624065000185,54
20515475000128,70
01273292000107,70
24255911000128,65
05011423000120,33
01291022000110,14
05121087000179,28
15790683000103,36
20548449000104,51
09639805000154,50
01292307000176,40
69981769000134,45
01295780000107,43
10884146000109,23
15023011000164,55
19849160000138,90
15918061000100,16
07686070000194,44
08775046000194,22
09399958000171,31
05020842000129,19
20633170000110,12
02669787000104,12
15825645000130,10
05695101000148,13
03659472000149,11
01381911000179,15
20633173000154,77
20668606000107,25
14895632000175,54
20623029000137,65
11517805000123,27
03534059000158,14
21158045000169,28
11466587000145,28
16973027000109,51
20641625000140,50
20633166000152,40
23067374000120,40
20558160000168,43
04972926000108,23
20623025000159,55
14630923000131,55
19225311000187,90
01443488000194,20
20633185000189,16
20519597000192,44
08811391000136,22
20605177000129,10
20603427000191,13
04153334000156,13
20559607000113,11
06151879000159,11
20603446000118,15
04160131000197,15
20654667000115,25
05516984000181,25
20562810000149,65
09686989000103,65
09635933000120,14
05139097000131,40
20603443000184,45
04511430000129,45
20797348000169,23
20715312000199,55
14813848000144,55
20633183000190,90
19398512000186,90
20591208000130,16
20614447000168,44
34562603000107,22
02479718000138,31
03885383000110,19
20603449000151,12
16406571000160,12
08666672000142,10
13477302000105,13
01340307000102,11
13549175000102,15
20468795000174,77
15028905000147,25
01306329000148,70
13758016000100,65
20633188000112,33
01332853000193,33
20621971000166,14
34326215000119,14
40480907000110,36
08109726000179,50
16068108000156,40
33794488000125,45
01365593000152,43
04000324000180,23
14894130000120,55
20309584000199,90
20604163000190,20
20527521000109,16
01306327000159,44
08713250000180,22
04078889000180,19
11664356000146,12
07044522000134,13
20614476000120,11
10214595000131,11
20614448000102,15
06601686000152,15
19300418000142,77
20633167000105,25
01232613000117,17
25101425000118,70
11745353000137,65
20614481000132,33
01323221000163,33
20623033000103,27
07846631000175,27
19702964000100,28
35004886000126,40
20633164000163,21
35064807000172,45
20604653000197,43
01416876000186,43
00872679000109,23
14598695000160,55
19019928000146,90
02551111000111,16
08808169000184,22
20621968000142,31
03436688000145,31
20623024000104,19
04483082000123,19
02600651000148,12
20664456000163,10
08052906000161,10
20758742000198,13
06254282000130,11
20659768000189,15
02010551000161,15
20417139000142,77
01641042000174,25
05141129000133,17
14753782000144,54
07531074000101,70
20641621000161,65
05122492000101,33
01461262000116,14
09363046000140,28
03658846000101,36
16947091000107,51
08678505000111,50
03475971000186,40
20642943000125,45
20642944000170,45
20642945000114,45
20642946000169,45
03656899000193,45
05644130000180,43
02618163000168,23
20623030000161,55
15800698000105,55
20472696000166,90
09484922000196,20
20642940000191,16
97457147000147,16
09250657000181,44
08766006000186,22
11383289000191,31
20329974000120,19
20642950000127,10
09020572000107,10
27432848000146,13
02188052000169,11
20632467000161,15
20262940000166,77
31276116000181,25
15866215000167,54
07206305000101,70
20832232000113,65
04604531000144,27
01910558000177,14
20797349000103,36
15465625000104,36
20092104000180,51
31675994000170,40
31794969000105,45
01383757000174,43
14653743000175,55
19191647000176,90
36010999000105,20
20668999000159,44
08951663000101,22
03536736000177,31
04837997000190,19
20614456000159,10
07998455000197,10
20609050000188,13
03376365000103,13
20620285000170,11
37261591000160,11
00886861000119,15
20670028000143,77
19183913000119,77
20582175000161,25
02826436000160,25
20603434000193,17
20654657000180,54
20623028000192,65
03416658000177,65
20603422000169,14
05199555000128,14
20669001000130,28
20614461000161,36
17486040000198,51
20536680000170,40
02582445000152,40
20698393000166,21
20592596000173,45
33642422000110,45
20614482000187,43
20582174000117,23
02241883000157,23
15397777000109,55
20655065000182,90
20660599000105,16
09061740000102,22
08055925000141,10
07362684000110,13
01570545000104,11
01387080000142,15
63441554000144,25
20680025000190,17
20592607000115,65
20592608000160,65
20592609000104,65
71585376000153,65
69390300000120,33
20668608000104,14
69390292000112,14
17416444000105,51
20618315000104,40
20620284000126,40
20618316000159,40
14694295000158,40
20633832000152,21
20592603000137,45
41498809000172,45
02706586000130,43
14794961000120,55
20603428000136,90
19854127000104,90
41628967000108,20
08739524000100,22
09650014000125,31
20614470000152,12
09102673000127,10
01872993000154,13
20633181000109,11
20633187000178,77
19453801000130,77
01364447000102,25
03162464000192,17
00085275000175,33
20754067000129,27
01875640000108,14
20507134000100,50
08103641000183,50
24774358000130,40
33709080000108,45
05141922000132,43
20637460000132,55
01286421000193,20
08767054000199,22
20592592000195,12
24605693000104,12
20614466000194,13
33788258000153,13
20623027000148,11
03280737000101,11
15579147000155,15
20233488000104,77
01533546000170,25
07263364000103,17
15383975000113,54
01380916000187,70
00106522000172,65
05129171000139,27
20614479000163,14
01438479000105,14
08677861000110,36
08852944000107,50
02794864000158,40
00087436000160,45
37225984000119,43
15000150000172,55
20151673000150,90
00091661000170,16
02763489000189,44
09002846000135,22
18268961000147,12
20614469000128,10
20609045000175,13
16847535000132,13
01327965000156,11
16739948000101,15
20323510000107,77
09019713000171,25
05281237000101,17
14813171000144,54
20497872000114,70
22441349000100,65
26268904000196,33
21531363000123,14
20509643000172,36
16714353000193,51
20714489000170,50
03940864000181,40
20641620000117,21
24059610000129,45
25467358000150,43
20764395000106,23
14545907000140,55
20970026000170,20
20527523000106,16
01371464000177,16
08691904000112,22
07169547000164,31
01263305000159,19
16994324000122,29
03870364000110,12
07959180000182,10
10235570000114,13
01492298000167,11
83369082000173,15
20588093000124,77
03732467000114,25
15306871000105,65
20618282000100,27
04881548000149,36
24484756000111,51
08537999000114,50
02663820000199,40
20620283000181,45
34817478000120,45
24688505000159,23
15047989000166,55
20684127000184,90
20603453000110,16
01358336000193,16
24443413000109,22
40975922000139,12
07644852000160,10
08606501000128,13
70118955000123,11
08319972000155,15
19349685000104,77
35501667000152,25
02631675000164,17
09193719000160,70
11983392000172,65
04292436000152,33
08767001000178,50
02511280000128,40
24489114000105,45
14804182000168,55
03915214000186,20
20545410000125,16
70098959000197,44
03756648000180,31
03813015000167,19
20668603000173,10
75719740000181,13
00996781000116,11
78774205000111,15
19437791000140,77
80170046000198,25
15249926000192,54
03747202000190,70
17213149000151,65
03902016000188,14
20604727000195,36
13576915000191,36
16957548000164,51
20545408000156,50
20604164000135,40
81183253000140,45
01306644000175,43
20680024000146,23
14512048000193,55
20950905000130,90
20654655000190,20
81501660000158,20
15767425000106,16
21319560000183,44
08730637000145,22
20697118000128,31
20562812000138,19
08065135000147,10
08089633000120,13
20623031000106,11
01349048000172,11
08089682000162,15
19424970000142,77
09057316000194,25
12858957000152,65
24566598000149,33
02629239000150,27
08089658000123,14
05055973000141,36
19923878000127,51
10737784000199,50
20527525000197,40
10669331000172,40
01590965000144,21
24130411000160,45
03975447000174,23
14458834000150,55
01368537000171,20
20534104000193,16
01431936000130,31
10882771000103,19
11631017000163,12
09011478000191,10
07473085000174,13
06844237000135,11
07441918000115,15
20022575000112,77
07698277000189,25
00180382000182,65
03108861000186,14
09583650000181,28
08160090000190,36
03831447000109,40
23499973000112,45
05957058000141,43
20674715000137,23
07557718000122,23
15070045000100,55
25100711000169,90
06124286000101,20
19276851000190,16
08706521000170,22
05148216000112,31
28718922000158,12
07959911000190,10
28020899000123,13
08810753000174,11
20632466000117,15
30902811000149,15
20045169000175,77
29408986000115,25
01419286000107,17
20621966000153,65
20620281000192,33
02634385000174,33
03518656000199,14
04050271000102,28
04713245000117,36
17321824000166,51
08049726000120,50
20592605000126,40
01669171000170,40
32080483000178,45
20734210000110,43
20592597000118,23
14705221000170,55
20592602000192,90
31941115000104,20
01518085000167,16
20603425000100,22
08703299000152,22
02338898000138,31
02622692000135,12
20668998000104,10
08473504000130,10
20555712000184,13
02497224000186,11
08203721000100,15
19675695000130,77
09428368000120,25
01430866000103,65
01286875000164,33
17984361000112,51
08039227000152,50
20946472000149,40
01717356000103,40
20641616000159,45
24363657000181,45
06349904000103,43
02645706000136,23
14862435000150,55
20637458000163,90
06327008000143,20
20589985000140,16
20603431000150,22
08733402000107,22
02560819000139,31
88483128000102,12
07919379000187,10
91340083000113,13
74703034000189,11
20603433000149,15
87582714000133,15
20668607000151,77
20066348000199,77
20545413000169,25
90475138000130,25
14688763000181,54
20633175000143,65
71585624000166,65
00684229000192,33
20558162000157,14
89455091000163,14
14781335000107,28
20603450000186,36
20603451000120,36
11664131000190,50
91698118000190,40
20758741000143,45
97260160000101,45
93130300000176,43
20732951000162,23
14935252000117,55
20689092000176,90
17623793000106,16
03637632000159,31
05711064000114,12
20633831000108,10
20641618000148,13
04928495000174,13
20633833000105,11
84638196000134,15
11856956000106,70
22819890000109,65
22841001000100,14
08071960000154,50
01131627000144,45
14790362000138,55
17595420000160,16
20633834000141,22
20623026000101,12
08026413000157,10
20614484000176,13
01830037000100,13
03561705000176,11
03656678000115,15
25189209000176,77
05639323000143,25
20638846000169,54
14778966000169,54
03991059000187,70
01380407000154,65
04749252000179,33
05070853000113,27
01434353000162,14
05146715000170,28
06003787000121,36
17178453000105,51
08077215000112,50
20614487000100,40
02172315000141,40
84023985000160,45
20633169000196,43
03858702000107,23
14466687000160,55
20035876000180,90
06347414000178,20
19967993000101,16
20614474000130,44
02043983000179,44
20637459000108,22
08778033000179,22
08147880000135,31
79400123000170,12
08093442000131,10
79306908000188,13
00931839000143,11
83714386000120,15
78895364000174,25
01292394000161,17
79886313000149,65
15836630000178,27
79366142000127,14
02628163000149,28
09044640000178,36
20545416000100,50
80672025000170,40
20623022000115,21
80671639000138,45
04812878000182,43
14549383000166,55
20531161000119,90
09321676000151,20
00115498000138,16
05982538000162,44
80150972000100,22
10784949000183,19
52166063000116,12
20589986000194,10
07794600000118,10
20592593000130,13
50866821000183,13
20592599000107,11
00888402000174,11
20527524000142,15
45302874000131,15
19377221000101,77
20592611000183,25
56267461000180,25
05554771000144,17
14582851000102,54
03730380000108,70
03325935000136,65
67152652000112,33
20642947000103,27
10652064000120,27
20558163000100,14
47828298000196,14
20591205000104,28
03531751000122,28
61064465000109,36
17326338000130,51
08745772000164,50
20592604000181,40
56275696000113,40
04304693000167,21
20592601000148,45
20620278000179,45
59941682000180,45
20517351000181,43
61193629000190,43
20654654000146,23
56272537000165,23
14567904000108,55
19468782000116,90
20618280000103,20
55803324000150,20
01331623000100,16
39007216000114,44
20517352000126,22
08701595000114,22
20603432000102,31
20633179000121,29
12197071000105,29
20614480000198,10
08508858000173,10
20633829000139,13
15615958000164,13
00937106000116,11
20609054000166,15
19543052000132,77
20559604000180,25
13374053000114,25
14793247000117,54
20609044000120,65
10214110000100,65
20609051000122,33
15664270000174,28
20633182000145,40
32883829000176,45
32708547000132,43
13947700000130,23
20609049000153,55
14496452000110,55
01317654000106,20
03412659000143,16
10279771000113,22
06972305000141,12
08917083000190,10
20614464000103,13
02459308000125,13
20632465000172,15
38154621000100,15
20573741000179,77
15759837000196,54
08103011000109,65
11041174000119,27
15831871000124,14
03782724000122,40
20614460000117,21
01944116000141,45
20559603000135,43
06015813000131,43
03946328000193,23
20568698000153,55
20573742000113,90
19166337000100,90
20501231000196,12
00719575000169,12
07665132000181,10
